timestamp,motor_commanded_torque,motor_encoder_torque,motor_encoder_torque_target,motor_encoder_angle,motor_encoder_velocity,imu_dt,imu_dthetax,imu_dthetay,imu_dthetaz,imu_dvelx,imu_dvely,imu_dvelz,imu_ang_velx,imu_ang_vely,imu_ang_velz,imu_lin_accelx,imu_lin_accely,imu_lin_accelz,ins_theta,ins_phi,ins_psi
39000,0,0.00134671,0,-0.674069,-0.00275886,0.014,1.08234e-05,1.87045e-06,-6.80135e-06,0.13409,-0.00646871,-0.0271385,0.000773101,0.000133604,-0.00048581,9.57786,-0.462051,-1.93846,0.234898,1.36456,-3.01322
39100,0,-0.00957516,0,-0.674053,0.00279927,0.014,9.95988e-06,-1.1427e-05,2.69516e-05,0.134062,-0.00627998,-0.0270755,0.00071142,-0.000816216,0.00192511,9.57588,-0.44857,-1.93396,0.235038,1.36456,-3.01309
39200,0,0.00168986,0,-0.674059,0.00640907,0.014,6.61679e-06,-1.20072e-05,3.52164e-05,0.134051,-0.00667379,-0.0270175,0.000472628,-0.000857656,0.00251546,9.57508,-0.476699,-1.92982,0.235041,1.36455,-3.01313
39300,0,-0.0172882,0,-0.674057,-0.00118308,0.014,1.24525e-06,-4.32275e-06,2.54441e-05,0.134184,-0.00692772,-0.0270062,8.89467e-05,-0.000308768,0.00181743,9.58458,-0.494837,-1.92902,0.235121,1.36456,-3.01306
39400,0,-0.000445633,0,-0.674073,0.00186049,0.014,2.50361e-06,-1.64803e-05,4.52667e-06,0.134104,-0.00657769,-0.0268002,0.00017883,-0.00117716,0.000323333,9.57887,-0.469835,-1.9143,0.235093,1.36456,-3.0131
39500,0,0.00269182,0,-0.674069,0.00564538,0.014,4.00501e-06,-1.62817e-05,1.5356e-05,0.134001,-0.00646355,-0.0268441,0.000286072,-0.00116298,0.00109686,9.57151,-0.461682,-1.91744,0.235091,1.36455,-3.0131
39600,0,-0.00785101,0,-0.674094,-0.00656984,0.014,-1.0872e-05,-1.35313e-05,2.66804e-05,0.134033,-0.00643099,-0.0272764,-0.000776569,-0.00096652,0.00190574,9.57382,-0.459356,-1.94831,0.235102,1.36457,-3.01306
39700,0,-0.000861377,0,-0.674081,0.0020095,0.014,-2.57978e-06,4.07903e-06,7.33372e-06,0.134116,-0.00674222,-0.0271028,-0.00018427,0.000291359,0.000523837,9.57972,-0.481587,-1.93591,0.234897,1.36459,-3.01322
39800,0,-0.00158225,0,-0.674083,0.0017301,0.014,-4.33263e-06,-4.73093e-06,1.88324e-05,0.133952,-0.00689728,-0.0270476,-0.000309473,-0.000337924,0.00134517,9.56797,-0.492662,-1.93197,0.234939,1.36458,-3.01319
39900,0,0.00747521,0,-0.67407,0.00220322,0.014,-8.56618e-06,-3.84006e-06,1.05579e-05,0.134033,-0.00659301,-0.0268546,-0.00061187,-0.00027429,0.000754134,9.57379,-0.470929,-1.91819,0.235135,1.36455,-3.01301
40000,0,-3.28356e-05,0,-0.67407,0.000985051,0.014,-1.2464e-05,-3.66682e-05,2.79354e-05,0.134082,-0.00656038,-0.0268324,-0.000890287,-0.00261916,0.00199539,9.57727,-0.468599,-1.9166,0.235193,1.36453,-3.01291
40100,0,0.00938473,0,-0.674063,0.00305258,0.014,1.78012e-05,-1.14317e-05,9.62106e-06,0.134083,-0.00678036,-0.0270507,0.00127151,-0.000816553,0.000687219,9.57738,-0.484311,-1.9322,0.235112,1.36455,-3.01299
40200,0,0.00131461,0,-0.674073,0.000239978,0.014,-4.7378e-06,-1.40244e-05,7.33369e-06,0.134055,-0.00655852,-0.0272342,-0.000338414,-0.00100174,0.000523835,9.57537,-0.468465,-1.9453,0.235144,1.36457,-3.01296
40300,0,0.00882335,0,-0.674085,-0.00627183,0.014,1.41669e-07,-1.09883e-05,1.92419e-05,0.134035,-0.00633821,-0.0272978,1.01192e-05,-0.000784877,0.00137442,9.57389,-0.452729,-1.94985,0.235091,1.36456,-3.01303
40400,0,-0.00527525,0,-0.674092,-0.0078886,0.014,-1.89486e-05,-2.51421e-05,1.53334e-05,0.134037,-0.00647634,-0.0273959,-0.00135347,-0.00179587,0.00109524,9.57409,-0.462596,-1.95685,0.235123,1.36456,-3.01304
40500,0,0.00444735,0,-0.674064,0.00303395,0.014,-1.67038e-05,-2.80706e-05,1.65922e-05,0.13434,-0.00669415,-0.0276906,-0.00119313,-0.00200505,0.00118516,9.59572,-0.478154,-1.9779,0.234891,1.36454,-3.01326
40600,0,0.0192037,0,-0.674064,-0.00250928,0.014,-3.60858e-05,-7.44874e-07,9.09298e-06,0.134007,-0.00631882,-0.0277153,-0.00257756,-5.32053e-05,0.000649498,9.5719,-0.451344,-1.97966,0.234796,1.36456,-3.0133
40700,0,-0.00245989,0,-0.674052,0.00605516,0.014,-6.44631e-06,-7.06474e-06,1.94053e-05,0.13425,-0.00542019,-0.0276625,-0.000460451,-0.000504624,0.00138609,9.58928,-0.387156,-1.97589,0.234869,1.36455,-3.01322
40800,0,0.000362187,0,-0.674075,0.000865832,0.014,-4.24337e-07,-2.3062e-05,2.18573e-05,0.134045,-0.00639415,-0.0278316,-3.03098e-05,-0.00164728,0.00156123,9.57464,-0.456725,-1.98797,0.234701,1.36453,-3.01331
40900,0,0.00674715,0,-0.674078,0.00127189,0.014,-1.38584e-05,7.82265e-06,2.88487e-05,0.134053,-0.00653167,-0.0277569,-0.000989888,0.000558761,0.00206062,9.57521,-0.466548,-1.98263,0.234811,1.36454,-3.01319
41000,0,-0.00571101,0,-0.674073,0.000243709,0.014,1.17299e-05,-1.39834e-05,1.61156e-05,0.134024,-0.00630429,-0.0281046,0.000837853,-0.000998818,0.00115112,9.57317,-0.450306,-2.00747,0.234914,1.36455,-3.01309
41100,0,0.00152696,0,-0.67406,-0.000180977,0.014,3.20643e-06,1.42118e-05,1.74655e-05,0.134063,-0.00630721,-0.0280947,0.000229031,0.00101513,0.00124753,9.57593,-0.450515,-2.00677,0.234964,1.36459,-3.01308
41200,0,-0.00387193,0,-0.67409,-0.00925579,0.014,-5.65606e-07,-7.2953e-06,2.34693e-05,0.133998,-0.00621774,-0.0277023,-4.04004e-05,-0.000521093,0.00167638,9.57132,-0.444124,-1.97874,0.234897,1.36455,-3.01313
41300,0,-0.0117943,0,-0.674057,-0.00191324,0.014,-1.23928e-05,1.15396e-05,1.74946e-05,0.134097,-0.00651036,-0.0279327,-0.000885203,0.000824255,0.00124961,9.57832,-0.465026,-1.99519,0.234881,1.36456,-3.01312
41400,0,-0.0184673,0,-0.674059,0.00550381,0.014,1.66208e-05,1.00951e-06,1.6832e-05,0.134081,-0.0063575,-0.0276066,0.0011872,7.21079e-05,0.00120229,9.57723,-0.454107,-1.9719,0.235071,1.36457,-3.01297
41500,0,-0.0112239,0,-0.67409,-0.00301965,0.014,1.42436e-06,-7.62785e-07,2.17707e-05,0.134092,-0.00629282,-0.0269852,0.00010174,-5.44846e-05,0.00155505,9.57801,-0.449487,-1.92751,0.235173,1.36455,-3.01288
41600,0,0.00323756,0,-0.674059,0.00562303,0.014,-1.78687e-05,-8.44114e-06,1.63274e-05,0.134112,-0.0069715,-0.0268266,-0.00127633,-0.000602938,0.00116624,9.57946,-0.497964,-1.91619,0.235087,1.36457,-3.01294
41700,0,-0.00176645,0,-0.674057,-0.000244304,0.014,1.84572e-06,0.000103864,-2.62144e-05,0.134282,-0.00580344,-0.0265256,0.000131837,0.00741889,-0.00187245,9.59159,-0.414532,-1.89468,0.235108,1.36483,-3.01292
41800,0,-0.00583284,0,-0.674074,0.00426702,0.014,-2.34181e-05,5.7863e-05,2.84846e-05,0.134391,-0.00213972,-0.0257262,-0.00167272,0.00413307,0.00203461,9.59934,-0.152837,-1.83759,0.236043,1.36454,-3.01193
41900,0,0.0110587,0,-0.674015,0.00275083,0.014,7.23567e-07,-0.000191318,0.000176399,0.136546,-0.00565622,-0.0321524,5.16834e-05,-0.0136655,0.0125999,9.75329,-0.404016,-2.2966,0.235743,1.36427,-3.01231
42000,0,-0.00500687,0,-0.673939,-0.00659592,0.014,8.7472e-05,0.000322156,-0.000274944,0.134647,-0.00600983,-0.0354122,0.006248,0.0230112,-0.0196389,9.61765,-0.429274,-2.52944,0.235453,1.36484,-3.01274
42100,0,-0.00148322,0,-0.674079,0.00522071,0.014,1.48613e-05,0.000142803,4.36249e-05,0.131566,0.000521992,-0.0289976,0.00106152,0.0102002,0.00311607,9.39759,0.0372851,-2.07125,0.237614,1.36446,-3.01041
42200,0,0.0119964,0,-0.674038,0.0117921,0.014,-8.85359e-05,3.75593e-05,0.000340378,0.134368,-0.00557269,-0.0287252,-0.00632399,0.00268281,0.0243127,9.59771,-0.398049,-2.0518,0.237227,1.36444,-3.01081
42300,0,-0.00646861,0,-0.67401,0.00585028,0.014,2.61252e-05,0.000121822,2.77948e-05,0.13606,-0.011391,-0.0289451,0.00186609,0.00870156,0.00198535,9.71854,-0.813646,-2.06751,0.234691,1.36471,-3.01353
42400,0,0.0060525,0,-0.674077,0.00432291,0.014,4.55799e-05,0.00014477,-0.000164507,0.133539,-0.00641215,-0.0247275,0.0032557,0.0103407,-0.0117505,9.53851,-0.458011,-1.76625,0.23512,1.36448,-3.01304
42500,0,-0.0077727,0,-0.674119,0.000236261,0.014,9.26821e-06,6.69013e-05,-5.23182e-06,0.133215,-0.00233941,-0.024453,0.000662015,0.00477866,-0.000373701,9.51536,-0.1671,-1.74664,0.236584,1.36424,-3.01152
42600,0,-0.00495547,0,-0.674092,-0.00298983,0.014,-4.57636e-05,-0.000107627,0.000219836,0.133552,-0.00748608,-0.0251959,-0.00326883,-0.00768767,0.0157026,9.53945,-0.53472,-1.79971,0.235764,1.36425,-3.0124
42700,0,-0.0151294,0,-0.674117,-0.010798,0.014,-2.14344e-05,-3.2664e-05,6.66136e-06,0.134728,-0.0119494,-0.0274656,-0.00153103,-0.00233314,0.000475811,9.62342,-0.853527,-1.96183,0.234314,1.36447,-3.01394
42800,0,-0.0132634,0,-0.674116,-0.00313139,0.014,1.77476e-05,2.5869e-05,-0.000150139,0.134093,-0.00578211,-0.0254882,0.00126769,0.00184778,-0.0107242,9.57808,-0.413008,-1.82058,0.235016,1.36434,-3.01319
42900,0,0.012773,0,-0.674124,-0.0038243,0.014,-4.30284e-06,-8.45588e-05,5.64611e-05,0.133315,-0.00340658,-0.0252572,-0.000307346,-0.00603991,0.00403294,9.52253,-0.243327,-1.80409,0.236399,1.36414,-3.01174
43000,0,-0.00777384,0,-0.674065,0.00165188,0.014,-3.60666e-05,-0.000126774,0.000134185,0.134056,-0.00854701,-0.0281594,-0.00257618,-0.00905528,0.00958463,9.57545,-0.610501,-2.01138,0.235767,1.36426,-3.01241
43100,0,0.0081032,0,-0.674064,0.00371941,0.014,-1.13781e-05,-5.67142e-05,5.46679e-06,0.135322,-0.00935146,-0.0278094,-0.000812725,-0.00405101,0.000390485,9.66588,-0.667961,-1.98638,0.234744,1.36439,-3.01347
43200,0,0.000972668,0,-0.674092,0.000690749,0.014,2.24269e-05,9.18153e-06,-0.000110918,0.134026,-0.0062508,-0.0267048,0.00160192,0.000655823,-0.0079227,9.57328,-0.446486,-1.90749,0.235292,1.36427,-3.01291
43300,0,0.000834121,0,-0.674095,-0.00746391,0.014,-1.91616e-05,-7.37059e-05,1.82337e-05,0.133179,-0.0040747,-0.0260537,-0.00136868,-0.0052647,0.00130241,9.51282,-0.29105,-1.86098,0.236096,1.36411,-3.01204
43400,0,0.00665133,0,-0.674082,-0.00620104,0.014,-2.72302e-05,-0.000110347,0.000118093,0.134284,-0.00749175,-0.027707,-0.00194501,-0.00788194,0.00843524,9.59169,-0.535125,-1.97907,0.235592,1.36418,-3.0126
43500,0,0.00277573,0,-0.674084,-0.00789605,0.014,2.18252e-05,-2.97874e-05,-6.20608e-05,0.134766,-0.00833816,-0.0287153,0.00155894,-0.00212767,-0.00443291,9.62617,-0.595583,-2.05109,0.234493,1.36435,-3.01377
43600,0,0.00620956,0,-0.674082,0.00172638,0.014,-1.5991e-05,-7.52997e-06,-4.3776e-05,0.133315,-0.00736118,-0.0273592,-0.00114221,-0.000537855,-0.00312686,9.52253,-0.525799,-1.95423,0.234782,1.36426,-3.01343
43700,0,-0.00222607,0,-0.674079,0.0030116,0.014,-1.55056e-05,-5.05448e-05,-5.90717e-06,0.133682,-0.0048068,-0.026512,-0.00110754,-0.00361034,-0.00042194,9.54869,-0.343343,-1.89371,0.235611,1.36418,-3.01254
43800,0,0.00239334,0,-0.674092,-0.000873874,0.014,-7.52993e-06,-6.31896e-05,5.80038e-05,0.133421,-0.00602568,-0.0264176,-0.000537852,-0.00451354,0.00414313,9.53007,-0.430406,-1.88697,0.235639,1.36421,-3.01254
43900,0,-0.00091244,0,-0.674073,-0.00326179,0.014,-1.03664e-05,-6.08081e-05,4.20896e-05,0.134299,-0.00819299,-0.0277231,-0.000740455,-0.00434343,0.0030064,9.59279,-0.585214,-1.98022,0.235068,1.36437,-3.01319
44000,0,-0.00583834,0,-0.674069,0.00232988,0.014,1.47128e-05,-6.57793e-06,-7.16794e-05,0.134575,-0.00670197,-0.0273913,0.00105091,-0.000469852,-0.00511995,9.61248,-0.478712,-1.95652,0.235032,1.36443,-3.01323
44100,0,-0.00926449,0,-0.674069,0.00148423,0.014,8.21515e-07,-4.08854e-05,2.2334e-05,0.133471,-0.0045895,-0.0264818,5.86796e-05,-0.00292039,0.00159529,9.53362,-0.327822,-1.89156,0.23598,1.36428,-3.01225
44200,0,0.00767435,0,-0.674046,0.0016556,0.014,-2.2592e-05,-6.10261e-05,9.47115e-05,0.133846,-0.00721419,-0.0276145,-0.00161371,-0.004359,0.00676511,9.56041,-0.515299,-1.97246,0.235735,1.36433,-3.01247
44300,0,0.00675127,0,-0.674074,0.00637554,0.014,-2.88643e-06,-1.42608e-05,-4.29177e-06,0.134507,-0.00791134,-0.0283139,-0.000206174,-0.00101863,-0.000306555,9.60762,-0.565095,-2.02242,0.23522,1.36447,-3.013
44400,0,0.00137925,0,-0.674092,-0.00244222,0.014,1.01375e-05,2.08486e-08,-5.3991e-05,0.133991,-0.00564589,-0.0272324,0.00072411,1.48918e-06,-0.0038565,9.57078,-0.403278,-1.94517,0.235613,1.36444,-3.0126
44500,0,-0.0112929,0,-0.6741,-0.00343687,0.014,6.6553e-07,-3.60509e-05,3.99201e-05,0.133616,-0.00515516,-0.027224,4.75378e-05,-0.00257506,0.00285144,9.54402,-0.368225,-1.94457,0.236275,1.36438,-3.01191
44600,0,0.0217117,0,-0.674102,-0.00665925,0.014,-9.99647e-06,-5.5047e-05,6.73636e-05,0.134098,-0.00627926,-0.0275587,-0.000714034,-0.00393193,0.00481168,9.57845,-0.448518,-1.96848,0.236193,1.3644,-3.01204
44700,0,0.0059239,0,-0.674069,0.00406958,0.014,1.89865e-06,-1.8832e-05,1.11689e-05,0.134366,-0.00774799,-0.0281673,0.000135618,-0.00134514,0.000797778,9.59756,-0.553428,-2.01195,0.235838,1.36452,-3.01244
44800,0,-0.00234926,0,-0.674073,0.00281044,0.014,8.06278e-06,3.82146e-06,-4.13214e-05,0.13397,-0.00639364,-0.0274426,0.000575913,0.000272961,-0.00295153,9.56928,-0.456688,-1.96019,0.236102,1.36448,-3.01214
44900,0,-0.0104378,0,-0.674084,0.00063114,0.014,-4.65191e-06,-2.95676e-05,2.25198e-05,0.13377,-0.00539477,-0.027045,-0.000332279,-0.00211197,0.00160856,9.55503,-0.385341,-1.93179,0.236462,1.36443,-3.01175
45000,0,0.00578175,0,-0.674095,-0.00428996,0.014,-8.30616e-06,-3.72678e-05,5.24284e-05,0.134132,-0.00668675,-0.0276096,-0.000593297,-0.00266199,0.00374488,9.58086,-0.477625,-1.97211,0.236331,1.36448,-3.01187
45100,0,-0.00542267,0,-0.674087,-0.00971772,0.014,5.71146e-05,6.42775e-05,-3.00071e-05,0.134269,-0.00708808,-0.0299371,0.00407961,0.00459125,-0.00214336,9.59061,-0.506292,-2.13837,0.235953,1.36457,-3.01226
45200,0,-0.00248476,0,-0.674081,0.00022881,0.014,3.34837e-05,4.73083e-05,8.41382e-06,0.132726,-0.00666293,-0.028236,0.0023917,0.00337916,0.000600987,9.48044,-0.475924,-2.01686,0.236495,1.36447,-3.01168
45300,0,0.00787013,0,-0.67407,-0.00254653,0.014,5.20594e-05,-0.00028725,0.000242675,0.133906,-0.00552204,-0.0285149,0.00371853,-0.0205179,0.0173339,9.56473,-0.394432,-2.03678,0.237977,1.36278,-3.01019
45400,0,-0.00407526,0,-0.673193,0.0473239,0.014,-0.000119062,-0.00212127,0.000304988,0.139093,-0.00860637,-0.0632218,-0.00850446,-0.151519,0.0217848,9.93521,-0.614741,-4.51584,0.235871,1.35729,-3.01232
45500,0,0.00418544,0,-0.669268,0.00411428,0.014,-0.000148723,-0.00857034,0.00254218,0.134269,-0.0144982,-0.0390277,-0.010623,-0.612167,0.181584,9.59061,-1.03559,-2.78769,0.231305,1.31075,-3.01657
45600,0,-0.000894342,0,-0.669224,-6.17685e-05,0.014,-4.05557e-05,-0.0105433,0.00192565,0.137747,-0.0254427,-0.0384801,-0.00289684,-0.75309,0.137546,9.83906,-1.81734,-2.74858,0.221683,1.23619,-3.02594
45700,0,-0.0101067,0,-0.669373,0.00527285,0.014,2.66335e-05,-0.00815947,0.00125406,0.12339,0.00710467,-0.0384497,0.0019024,-0.58282,0.0895755,8.81359,0.507477,-2.7464,0.223684,1.17033,-3.02269
45800,0,-0.0154923,0,-0.668622,0.00592851,0.014,-0.000214236,-0.00735606,0.00220427,0.127447,-0.011631,-0.0660423,-0.0153026,-0.525433,0.157448,9.10335,-0.830787,-4.71731,0.221398,1.11817,-3.02466
45900,0,0.0059607,0,-0.668556,0.00470662,0.014,-0.00015501,-0.00787693,0.00151062,0.123685,-0.0228927,-0.0587456,-0.0110722,-0.562638,0.107901,8.83463,-1.6352,-4.19612,0.2177,1.06181,-3.02839
46000,0,-0.0153024,0,-0.667173,-0.00675609,0.014,-3.74973e-05,-0.00846122,0.00141612,0.11862,-0.0185359,-0.0719819,-0.00267838,-0.604373,0.101152,8.47285,-1.32399,-5.14156,0.217176,1.00153,-3.02839
46100,0,0.0192381,0,-0.666771,0.0239776,0.014,-0.000131017,-0.00835896,0.00193434,0.111186,-0.00988566,-0.079179,-0.00935835,-0.597069,0.138167,7.94186,-0.706119,-5.65564,0.217316,0.94171,-3.02724
46200,0,0.0079378,0,-0.666581,0.00247518,0.014,-9.02789e-05,-0.00618457,0.00153452,0.105497,-0.0179319,-0.0733732,-0.00644849,-0.441755,0.109609,7.53548,-1.28085,-5.24094,0.215755,0.886608,-3.02828
46300,0,0.0050096,0,-0.665571,0.0444927,0.014,2.13911e-05,-0.00416841,0.000664624,0.103527,-0.0198022,-0.0844516,0.00152794,-0.297744,0.0474731,7.39477,-1.41444,-6.03226,0.214746,0.852633,-3.02918
46400,0,-0.0193415,0,-0.644545,0.625675,0.014,-8.33534e-05,-0.00375518,0.00094584,0.100188,-0.0146953,-0.0804314,-0.00595381,-0.268227,0.06756,7.15628,-1.04966,-5.7451,0.214916,0.824372,-3.02832
46500,0,-0.00168341,0,-0.49202,2.14361,0.014,-1.65175e-05,-0.00167753,0.000285494,0.102945,-0.0182102,-0.0972707,-0.00117982,-0.119824,0.0203924,7.35322,-1.30073,-6.9479,0.214565,0.810019,-3.02884
46600,0,-0.00632713,0,-0.263293,2.34248,0.014,2.07109e-05,0.000883241,-0.000235186,0.0922109,-0.0137137,-0.0830818,0.00147935,0.0630886,-0.016799,6.5865,-0.979551,-5.93442,0.215477,0.808766,-3.02725
46700,0,0.00698572,0,-0.00715965,2.64281,0.014,-4.9951e-05,0.00430871,-0.000502568,0.0915583,-0.0227683,-0.0806137,-0.00356793,0.307765,-0.0358977,6.53988,-1.62631,-5.75812,0.216248,0.830754,-3.02624
46800,0,-0.00415769,0,0.276981,3.02211,0.014,8.61079e-05,0.00624101,-0.00140168,0.102666,-0.0294797,-0.0873602,0.00615056,0.445786,-0.10012,7.33327,-2.10569,-6.24002,0.216446,0.871691,-3.02651
46900,0,-0.00201746,0,0.585295,3.07641,0.014,0.000174105,0.00779411,-0.0018643,0.106928,-0.0143799,-0.0816998,0.0124361,0.556722,-0.133164,7.63768,-1.02714,-5.8357,0.219044,0.922908,-3.02408
47001,0,-0.00466707,0,0.89271,3.29058,0.014,0.000117614,0.00707402,-0.001216,0.113975,-0.0216543,-0.0864686,0.00840097,0.505287,-0.0868571,8.14107,-1.54673,-6.17633,0.220879,0.98098,-3.02278
47100,0,0.00408144,0,1.21238,3.07789,0.014,0.000351856,0.00541662,-0.00117899,0.113399,-0.0151,-0.072379,0.0251326,0.386902,-0.0842137,8.09994,-1.07857,-5.16993,0.223917,1.02135,-3.0192
47200,0,-0.0102604,0,1.52169,3.01029,0.014,0.000108054,0.00482756,-0.000762263,0.12026,-0.0116273,-0.0732304,0.00771816,0.344826,-0.0544473,8.58998,-0.830524,-5.23075,0.226949,1.05529,-3.01596
47300,0,-0.0124961,0,1.80976,2.89079,0.014,9.2807e-06,0.0031411,-0.000517572,0.121809,-0.0232184,-0.062572,0.000662907,0.224364,-0.0369695,8.70061,-1.65846,-4.46943,0.226947,1.08509,-3.01649
47400,0,-0.00818441,0,2.06036,2.49479,0.014,7.54803e-05,0.00320285,-0.000858985,0.123569,-0.0145327,-0.0558094,0.00539145,0.228775,-0.0613561,8.82636,-1.03805,-3.98639,0.229139,1.1079,-3.01377
47500,0,-0.00466035,0,2.28998,2.48678,0.014,-8.81597e-05,0.00159061,-0.000181878,0.127037,-0.00634378,-0.0743442,-0.00629712,0.113615,-0.0129913,9.07406,-0.453127,-5.3103,0.232907,1.12655,-3.00921
47600,0,-0.000579383,0,2.54051,2.58608,0.014,-0.000379976,-0.00136956,0.000756142,0.126639,-0.0195493,-0.0665268,-0.0271411,-0.0978257,0.0540102,9.04566,-1.39638,-4.75191,0.232017,1.12561,-3.01022
47700,0,-0.00647328,0,2.76094,2.03647,0.014,-1.87448e-05,-0.000722189,-5.58174e-05,0.121512,-0.0242589,-0.0610318,-0.00133891,-0.051585,-0.00398695,8.67941,-1.73278,-4.35941,0.231077,1.11726,-3.01095
47800,0,-0.0113302,0,2.93332,1.37992,0.014,8.67705e-05,0.00159305,-0.000496979,0.116039,-0.00592115,-0.0365859,0.00619789,0.113789,-0.0354985,8.28853,-0.422939,-2.61328,0.233605,1.12185,-3.00727
47900,0,0.0247357,0,3.06784,1.23363,0.014,-0.00016679,0.00396446,-0.000406732,0.121156,-0.00621452,-0.0327436,-0.0119136,0.283176,-0.0290523,8.65401,-0.443894,-2.33883,0.236305,1.14421,-3.00425
48000,0,-0.00821,0,3.17791,0.999029,0.014,-3.56531e-05,0.00569759,-0.000700989,0.126953,-0.0109816,-0.0461976,-0.00254665,0.40697,-0.0500706,9.06809,-0.784402,-3.29983,0.240437,1.18021,-3.00053
48100,0,0.000133814,0,3.30775,1.77664,0.014,-0.000770173,0.00223911,0.000484515,0.12448,-0.0172246,-0.0395651,-0.0550123,0.159937,0.0346082,8.89143,-1.23033,-2.82608,0.247592,1.20909,-2.99253
48200,0,0.0131713,0,3.43985,1.08484,0.014,0.000262794,0.00292591,-0.000419237,0.13446,-0.0367798,-0.0712573,0.018771,0.208993,-0.0299455,9.60425,-2.62713,-5.08981,0.247544,1.22655,-2.99409
48300,0,-0.00281276,0,3.55763,1.17295,0.014,-3.98988e-05,0.00175913,-0.000460697,0.130089,-0.0229121,-0.0292886,-0.00284992,0.125652,-0.0329069,9.29204,-1.63658,-2.09204,0.249803,1.24069,-2.99118
48400,0,0.000145007,0,3.63161,0.849197,0.014,0.000456015,0.00157224,-0.000799795,0.130446,-0.0102378,-0.0233218,0.0325725,0.112303,-0.0571282,9.31757,-0.731271,-1.66584,0.251704,1.24974,-2.98935
48500,0,-0.00201403,0,3.70684,0.497246,0.014,2.00352e-05,0.000385826,-0.000372273,0.129945,0.000610529,-0.0377855,0.00143109,0.027559,-0.0265909,9.28178,0.0436092,-2.69897,0.254936,1.25832,-2.98557
48600,0,0.0107254,0,3.73996,0.335196,0.014,0.000151546,0.000722003,-0.000235897,0.128287,0.00200198,-0.034663,0.0108247,0.0515717,-0.0168498,9.16334,0.142999,-2.47593,0.25597,1.26272,-2.98469
48700,0,-0.00307075,0,3.78757,0.737579,0.014,4.94963e-05,0.00131824,-0.000326275,0.129666,-0.000383097,-0.026032,0.00353545,0.0941602,-0.0233053,9.26188,-0.0273641,-1.85943,0.256653,1.26866,-2.98401
48800,0,0.0228792,0,3.82326,-0.011897,0.014,9.51701e-05,0.000127663,-7.13636e-05,0.130019,-0.0117696,-0.0508179,0.00679786,0.00911877,-0.0050974,9.28705,-0.840686,-3.62985,0.257693,1.27324,-2.98322
48900,0,-0.00332717,0,3.82273,-0.00122029,0.014,-7.86674e-05,-0.000106565,0.000110035,0.130414,-0.00983738,-0.0442809,-0.0056191,-0.0076118,0.00785964,9.31532,-0.70267,-3.16292,0.258165,1.27297,-2.98258
49000,0,0.00147649,0,3.82265,0.00648361,0.014,-6.16848e-05,-8.6068e-05,8.59016e-05,0.130435,-0.00851773,-0.036725,-0.00440606,-0.00614772,0.00613583,9.31676,-0.608409,-2.62321,0.257942,1.27282,-2.98279
49100,0,-0.00424919,0,3.82266,-0.000475236,0.014,2.65907e-06,3.09512e-05,4.7393e-05,0.130923,-0.00995966,-0.0372945,0.000189934,0.0022108,0.00338522,9.35168,-0.711404,-2.66389,0.257442,1.27288,-2.98345
49200,0,0.00207769,0,3.82265,-0.00911792,0.014,-1.94207e-05,8.14486e-06,3.41727e-05,0.130902,-0.011323,-0.0397502,-0.00138719,0.000581776,0.00244091,9.35012,-0.808786,-2.8393,0.257229,1.27288,-2.98369
49300,0,-0.0152529,0,3.82266,-0.00255396,0.014,-1.86456e-05,-6.1983e-05,5.44355e-05,0.131091,-0.0108936,-0.0394489,-0.00133183,-0.00442735,0.00388825,9.36363,-0.778112,-2.81778,0.256942,1.27275,-2.98399
49400,0,0.0160252,0,3.82267,0.0045241,0.014,-5.09881e-06,-4.74981e-05,1.60493e-05,0.130861,-0.00938337,-0.0381219,-0.0003642,-0.00339272,0.00114638,9.34722,-0.670241,-2.72299,0.256406,1.27259,-2.98461
49500,0,-0.0136791,0,3.82264,-0.000415644,0.014,-3.03328e-05,2.78533e-05,3.68865e-05,0.13118,-0.0101196,-0.0375122,-0.00216663,0.00198952,0.00263475,9.36999,-0.722827,-2.67944,0.256319,1.27259,-2.9847
49600,0,-0.00246565,0,3.82267,0.00721375,0.014,1.35002e-05,1.49014e-05,-1.65504e-05,0.130718,-0.0116867,-0.0386666,0.000964302,0.00106439,-0.00118217,9.33703,-0.834762,-2.7619,0.256509,1.27265,-2.98448
49700,0,0.00175025,0,3.82268,0.00688593,0.014,-2.29205e-06,-3.18459e-05,3.37937e-05,0.130684,-0.0119448,-0.0393611,-0.000163718,-0.00227471,0.00241384,9.33456,-0.853203,-2.81151,0.256512,1.27261,-2.98445
49800,0,0.00496611,0,3.82266,0.00508289,0.014,-2.17865e-05,-5.70377e-05,1.24859e-05,0.131016,-0.0100933,-0.0386882,-0.00155618,-0.00407412,0.000891848,9.35828,-0.720948,-2.76344,0.256683,1.27259,-2.9842
49900,0,-0.00404481,0,3.82267,0.00351826,0.014,-1.61724e-05,-1.21894e-05,1.22536e-05,0.130619,-0.0105969,-0.0382514,-0.00115517,-0.000870671,0.00087526,9.32993,-0.756922,-2.73224,0.256713,1.27262,-2.98419
50000,0,0.00607275,0,3.82265,-0.00800778,0.014,3.43283e-05,-2.25213e-05,-1.49747e-05,0.130822,-0.0111775,-0.038982,0.00245202,-0.00160866,-0.00106962,9.34445,-0.798394,-2.78443,0.256477,1.27264,-2.98453
